Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
H,113802,HENMT1,GO:0034587,biological_process,piRNA metabolic process,,1,6,0,10312,0.0006783603062331531,0.0006783603062331531,7.295831986057557,7,2,1,1
P,5290,PIK3CA,GO:0023052,biological_process,signaling,,5,3,1133,9178,0.000680134508932004,0.000680134508932004,7.29321997210245,1,6,0,0
L,10637,LEFTY1,GO:0023052,biological_process,signaling,,5,3,1133,9178,0.000680134508932004,0.000680134508932004,7.29321997210245,1,6,0,0
S,5054,SERPINE1,GO:0001525,biological_process,angiogenesis,,2,2,110,10205,0.0006906621997255773,0.0006906621997255773,7.277859710852723,3,5,0,1
S,6597,SMARCA4,GO:0000785,cellular_component,chromatin,,2,1,156,10160,0.0006919022764073398,0.0006919022764073398,7.276065831383494,2,5,1,2
A,57492,ARID1B,GO:0000785,cellular_component,chromatin,,2,1,156,10160,0.0006919022764073398,0.0006919022764073398,7.276065831383494,2,5,1,0
T,54962,TIPIN,GO:0009411,biological_process,response to UV,,1,2,1,10315,0.0005813953379222478,0.0006976744055066974,7.267758031787278,5,7,1,0
C,991,CDC20,GO:0045786,biological_process,negative regulation of cell cycle,,1,6,0,10312,0.0006783603062331531,0.0007066253189928678,7.255009991537302,5,4,1,0
C,1230,CCR1,GO:0030316,biological_process,osteoclast differentiation,,1,2,1,10315,0.0005813953379222478,0.0007105943019049695,7.249408893119082,6,1,1,0
M,4194,MDM4,GO:0005488,molecular_function,binding,,7,12,862,9438,0.0005988144274895156,0.0007185773129874187,7.238237254911235,1,52,0,0
M,4152,MBD1,GO:0008327,molecular_function,methyl-CpG binding,,1,1,2,10315,0.000581395337923107,0.0007267441724038838,7.226936037265545,4,1,0,1
P,5139,PDE3A,GO:0001556,biological_process,oocyte maturation,,1,0,2,10316,0.0002907258455284434,0.0007268146138211085,7.22683911457078,3,1,1,1
T,85378,TUBGCP6,GO:0008017,molecular_function,microtubule binding,,1,4,0,10314,0.0004845430758808224,0.0007268146138212335,7.226839114570608,5,3,1,1
S,6456,SH3GL2,GO:0006897,biological_process,endocytosis,,1,0,4,10314,0.0004845430758839847,0.000726814613825977,7.226839114564082,3,8,1,0
D,9829,DNAJC6,GO:0006897,biological_process,endocytosis,,1,0,4,10314,0.0004845430758839847,0.000726814613825977,7.226839114564082,3,8,1,0
C,867,CBL,GO:0006897,biological_process,endocytosis,,1,0,4,10314,0.0004845430758839847,0.000726814613825977,7.226839114564082,3,8,1,0
C,8218,CLTCL1,GO:0006897,biological_process,endocytosis,,1,0,4,10314,0.0004845430758839847,0.000726814613825977,7.226839114564082,3,8,1,0
S,6457,SH3GL3,GO:0006897,biological_process,endocytosis,,1,0,4,10314,0.0004845430758839847,0.000726814613825977,7.226839114564082,3,8,1,0
M,4085,MAD2L1,GO:0005635,cellular_component,nuclear envelope,,2,77,3,10237,0.0005701555325859821,0.0007364508962568935,7.213667996033205,4,1,1,0
P,5728,PTEN,GO:0023052,biological_process,signaling,,12,27,1126,9154,0.000699452292114781,0.0007431680603719548,7.204588347206277,1,6,0,0
H,3265,HRAS,GO:0050852,biological_process,T cell receptor signaling pathway,,1,6,0,10312,0.0006783603062331531,0.0007461963368564685,7.200521806253232,6,1,1,0
D,1761,DMRT1,GO:0007548,biological_process,sex differentiation,,2,78,3,10236,0.0005846611202029009,0.0007566202732037541,7.186649050983232,3,2,1,1
B,652,BMP4,GO:0007369,biological_process,gastrulation,,2,50,6,10261,0.000684026318580241,0.0007600292428669344,7.182153647967643,4,2,1,0
E,1915,EEF1A1,GO:0000049,molecular_function,tRNA binding,,1,6,0,10312,0.0006783603062331531,0.0007631553445122972,7.178048950401174,5,2,1,1
E,1915,EEF1A1,GO:0019900,molecular_function,kinase binding,,1,6,0,10312,0.0006783603062331531,0.0007631553445122972,7.178048950401174,4,2,1,1
E,2026,ENO2,GO:0016020,cellular_component,membrane,,4,10,313,9992,0.0006852802968637115,0.0007709403339716754,7.167899575240317,2,16,0,1
C,9074,CLDN6,GO:0070160,cellular_component,tight junction,,1,1,3,10314,0.0007751562151228068,0.0007751562151228068,7.162445981022611,5,3,1,0
U,11065,UBE2C,GO:0005680,cellular_component,anaphase-promoting complex,,1,1,3,10314,0.0007751562151228068,0.0007751562151228068,7.162445981022611,4,1,0,2
T,7057,THBS1,GO:0019882,biological_process,antigen processing and presentation,,1,2,1,10315,0.0005813953379222478,0.0007751937838963304,7.1623975161294515,2,14,1,0
F,355,FAS,GO:0031264,cellular_component,death-inducing signaling complex,,1,7,0,10311,0.0007752689214093152,0.0007752689214093152,7.162300593433038,4,2,0,2
C,8646,CHRD,GO:0007369,biological_process,gastrulation,,1,0,7,10311,0.0007752689214167684,0.0007752689214167684,7.162300593423424,4,2,1,0
E,2033,EP300,GO:0005488,molecular_function,binding,,5,5,864,9445,0.0007366676264624242,0.0007857788015599192,7.148835228093694,1,52,0,0
H,3065,HDAC1,GO:0016581,cellular_component,NuRD complex,,2,20,16,10281,0.000650309688652481,0.0007896617647922984,7.143905850016337,3,1,1,3
N,9688,NUP93,GO:0051169,biological_process,nuclear transport,,1,0,5,10313,0.0005814516910559294,0.0007994960752019029,7.131528934768102,4,1,1,0
I,3843,IPO5,GO:0051169,biological_process,nuclear transport,,1,0,5,10313,0.0005814516910559294,0.0007994960752019029,7.131528934768102,4,1,1,0
N,9631,NUP155,GO:0051169,biological_process,nuclear transport,,1,0,5,10313,0.0005814516910559294,0.0007994960752019029,7.131528934768102,4,1,1,0
K,3837,KPNB1,GO:0051169,biological_process,nuclear transport,,1,0,5,10313,0.0005814516910559294,0.0007994960752019029,7.131528934768102,4,1,1,0
C,811,CALR,GO:0051169,biological_process,nuclear transport,,1,0,5,10313,0.0005814516910559294,0.0007994960752019029,7.131528934768102,4,1,1,0
C,6347,CCL2,GO:0007155,biological_process,cell adhesion,,2,5,59,10253,0.000708238426096066,0.0008026702162422082,7.127566617984786,2,7,0,1
M,494332,MIR383,GO:0007049,biological_process,cell cycle,,10,62,402,9845,0.0005393234190312805,0.0008089851285469207,7.11973002358782,2,2,0,0
S,6774,STAT3,GO:0007165,biological_process,signal transduction,,3,33,47,10236,0.000682942534573267,0.0008347075422562153,7.088429143259805,2,41,0,2
N,4691,NCL,GO:0005737,cellular_component,cytoplasm,,6,46,207,10060,0.0006647373857457593,0.0008420006886112951,7.079729725894141,2,5,0,0
G,3002,GZMB,GO:0042267,biological_process,natural killer cell mediated cytotoxicity,,1,3,1,10314,0.0007751562151240791,0.0008456249619535408,7.07543460403134,4,1,0,1
A,10093,ARPC4,GO:0015629,cellular_component,actin cytoskeleton,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,6,2,1,0
R,6202,RPS8,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6138,RPL15,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,1
R,6144,RPL21,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6203,RPS9,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,1
R,9349,RPL23,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,1
R,6158,RPL28,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6135,RPL11,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6191,RPS4X,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,1
R,6142,RPL18A,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6205,RPS11,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,1
R,6210,RPS15A,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
R,6227,RPS21,GO:0005840,cellular_component,ribosome,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,5,3,1,0
G,2934,GSN,GO:0015629,cellular_component,actin cytoskeleton,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,6,2,1,1
R,5881,RAC3,GO:0015629,cellular_component,actin cytoskeleton,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,6,2,1,0
I,3611,ILK,GO:0015629,cellular_component,actin cytoskeleton,,1,0,4,10314,0.0004845430758839847,0.0008479503827969732,7.072688434736824,6,2,1,0
D,1618,DAZL,GO:0007281,biological_process,germ cell development,,3,19,85,10212,0.0008208075441952945,0.0008690903409126647,7.04806347847899,3,3,1,0
C,51208,CLDN18,GO:0070160,cellular_component,tight junction,,1,0,3,10315,0.0003876344607033816,0.0008721775365826087,7.044517557779947,5,3,1,0
M,9223,MAGI1,GO:0070160,cellular_component,tight junction,,1,0,3,10315,0.0003876344607033816,0.0008721775365826087,7.044517557779947,5,3,1,0
P,5590,PRKCZ,GO:0070160,cellular_component,tight junction,,1,0,3,10315,0.0003876344607033816,0.0008721775365826087,7.044517557779947,5,3,1,0
T,27134,TJP3,GO:0070160,cellular_component,tight junction,,1,0,3,10315,0.0003876344607033816,0.0008721775365826087,7.044517557779947,5,3,1,0
C,1366,CLDN7,GO:0070160,cellular_component,tight junction,,1,0,3,10315,0.0003876344607033816,0.0008721775365826087,7.044517557779947,5,3,1,0
P,5531,PPP4C,GO:0016311,biological_process,dephosphorylation,,1,0,8,10310,0.0008721775365851794,0.0008721775365851794,7.044517557776999,5,8,1,0
P,5494,PPM1A,GO:0016311,biological_process,dephosphorylation,,1,0,8,10310,0.0008721775365851794,0.0008721775365851794,7.044517557776999,5,8,1,1
A,317,APAF1,GO:0043293,cellular_component,apoptosome,,1,8,0,10310,0.0008721775365854831,0.000872177536585483,7.044517557776651,2,1,0,1
A,367,AR,GO:0005488,molecular_function,binding,,20,89,849,9361,0.000753146503884316,0.0008829993493816118,7.032186094187752,1,52,0,0
D,54514,DDX4,GO:0043046,biological_process,DNA methylation involved in gamete generation,,1,6,0,10312,0.0006783603062331531,0.0009044804083108708,7.008149913605776,3,1,1,0
I,3397,ID1,GO:0023052,biological_process,signaling,,6,6,1132,9175,0.0009111099368029404,0.0009111099368029405,7.000846990923801,1,6,0,0
D,1630,DCC,GO:0007411,biological_process,axon guidance,,1,3,1,10314,0.0007751562151240791,0.0009301874581488949,6.980124424227015,4,19,0,1
M,5595,MAPK3,GO:0023052,biological_process,signaling,,21,68,1117,9113,0.0008918089937237739,0.0009305832977987205,6.979698966491793,1,6,0,0
I,10642,IGF2BP1,GO:0003723,molecular_function,RNA binding,,2,12,29,10276,0.0007771855970720482,0.0009326227164864578,6.977509815655467,4,32,1,2
B,581,BAX,GO:0005829,cellular_component,cytosol,,2,23,16,10278,0.0008419443448455047,0.0009622221083948624,6.946265252040352,2,1,0,6
I,3484,IGFBP1,GO:0005520,molecular_function,insulin-like growth factor binding,,1,1,4,10313,0.0009688983079880903,0.0009688983079880904,6.939350896897381,4,2,0,1
M,4094,MAF,GO:0005515,molecular_function,protein binding,,1,0,9,10309,0.0009690861517522716,0.0009690861517522716,6.9391570421285,2,110,0,2
K,3861,KRT14,GO:0005882,cellular_component,intermediate filament,,1,0,9,10309,0.0009690861517522716,0.0009690861517522717,6.9391570421285,6,5,0,1
C,947,CD34,GO:0071425,biological_process,hematopoietic stem cell proliferation,,1,7,0,10311,0.0007752689214093152,0.000969086151761644,6.939157042118828,4,1,1,1
I,3490,IGFBP7,GO:0019838,molecular_function,growth factor binding,,1,8,0,10310,0.0008721775365854831,0.0009690861517616478,6.939157042118825,3,19,1,0
T,8914,TIMELESS,GO:0005657,cellular_component,replication fork,,1,0,4,10314,0.0004845430758839847,0.0009690861517679694,6.939157042112301,2,2,1,0
A,268,AMH,GO:0007530,biological_process,sex determination,,3,68,25,10223,0.0009038991755527076,0.0009734298813644543,6.934684763106716,3,7,1,1
G,9573,GDF3,GO:0007369,biological_process,gastrulation,,2,58,6,10253,0.0009102349873315999,0.000975251772141,6.932814892464573,4,2,1,0
C,10693,CCT6B,GO:0101031,cellular_component,chaperone complex,,1,8,0,10310,0.0008721775365854831,0.0009768388409757411,6.931188872469647,2,6,1,0
C,10693,CCT6B,GO:0005832,cellular_component,chaperonin-containing T-complex,,1,8,0,10310,0.0008721775365854831,0.0009768388409757411,6.931188872469647,3,1,0,1
A,410,ARSA,GO:0005764,cellular_component,lysosome,,1,1,3,10314,0.0007751562151228068,0.0009791446927867034,6.928831129841106,7,6,0,1
K,4254,KITLG,GO:0007283,biological_process,spermatogenesis,,14,135,352,9818,0.0008214071972539266,0.0009905204437473823,6.91728005221294,3,1,0,0
C,999,CDH1,GO:0015629,cellular_component,actin cytoskeleton,,2,96,3,10218,0.0008763205859358264,0.0009920610406820678,6.915725919626842,6,2,1,1
C,999,CDH1,GO:0030054,cellular_component,cell junction,,2,96,3,10218,0.0008763205859358264,0.0009920610406820678,6.915725919626842,2,3,0,1
M,5609,MAP2K7,GO:0008219,biological_process,cell death,,5,59,114,10141,0.0008307161228986634,0.000996859347478396,6.9109008737034054,2,4,0,0
B,675,BRCA2,GO:0006974,biological_process,cellular response to DNA damage stimulus,,1,9,0,10309,0.0009690861517616432,0.0010070895302620997,6.900690761291033,4,9,1,0
G,2597,GAPDH,GO:0005829,cellular_component,cytosol,,2,25,16,10276,0.0009830417580791572,0.0010158098166817957,6.892069135653084,2,1,0,2
C,1387,CREBBP,GO:0005488,molecular_function,binding,,6,9,863,9441,0.0009032547878580935,0.0010322911861235355,6.875974494625145,1,52,0,0
C,634,CEACAM1,GO:0001525,biological_process,angiogenesis,,2,2,110,10205,0.0006906621997255773,0.001035993299588366,6.872394602744558,3,5,0,1
I,51561,IL23A,GO:0030316,biological_process,osteoclast differentiation,,1,4,1,10313,0.0009688983079801737,0.0010496398336451883,6.859308189232015,6,1,1,0
B,57673,BEND3,GO:0006306,biological_process,DNA methylation,,2,0,235,10082,0.0005253239643336304,0.0010506479286672608,6.858348230203946,4,4,1,1
S,6280,S100A9,GO:0005615,cellular_component,extracellular space,,1,8,0,10310,0.0008721775365854831,0.0010659947669378127,6.843846862314499,2,1,0,1
S,6280,S100A9,GO:0030593,biological_process,neutrophil chemotaxis,,1,8,0,10310,0.0008721775365854831,0.0010659947669378127,6.843846862314499,5,1,1,1
M,4646,MYO6,GO:0005794,cellular_component,Golgi apparatus,,1,0,10,10308,0.001065994766946621,0.001065994766946621,6.843846862306236,5,1,1,1
A,472,ATM,GO:0035825,biological_process,homologous recombination,,3,29,59,10228,0.0009048776900399578,0.0010858532280479494,6.825389215730978,6,2,1,0
G,9573,GDF3,GO:0005694,cellular_component,chromosome,,8,52,347,9912,0.0009716168658407948,0.0011210963836624556,6.793448158514633,5,6,0,0
N,340719,NANOS1,GO:0010631,biological_process,epithelial cell migration,,1,10,0,10308,0.0010659947669378082,0.0011421372502905087,6.774853990827552,5,11,0,1
C,1063,CENPF,GO:0016363,cellular_component,nuclear matrix,,1,2,3,10313,0.0011625652851444345,0.0011625652851444345,6.757126262815605,2,1,1,1
K,2648,KAT2A,GO:0016573,biological_process,histone acetylation,,1,1,5,10312,0.0011626216163982538,0.0011626216163982538,6.7570778097180995,7,4,0,2
S,402381,SOHLH1,GO:0048477,biological_process,oogenesis,,1,1,5,10312,0.0011626216163982538,0.0011626216163982538,6.7570778097180995,4,1,1,0
T,7305,TYROBP,GO:0030316,biological_process,osteoclast differentiation,,1,4,1,10313,0.0009688983079801737,0.0011626779695762086,6.757029340111597,6,1,1,1
M,4204,MECP2,GO:0008327,molecular_function,methyl-CpG binding,,1,2,2,10314,0.0008720084826379439,0.001162677976850592,6.757029333855021,4,1,0,1
S,57154,SMURF1,GO:0006508,biological_process,proteolysis,,1,0,11,10307,0.0011629033821099438,0.0011629033821099438,6.756835485328338,4,6,1,0
N,4734,NEDD4,GO:0006508,biological_process,proteolysis,,1,0,11,10307,0.0011629033821099438,0.0011629033821099438,6.756835485328338,4,6,1,0
P,5071,PRKN,GO:0006508,biological_process,proteolysis,,1,0,11,10307,0.0011629033821099438,0.0011629033821099438,6.756835485328338,4,6,1,0
S,710,SERPING1,GO:0050817,biological_process,coagulation,,1,0,7,10311,0.0007752689214167684,0.0011629033821251526,6.75683548531526,2,2,1,0
F,2243,FGA,GO:0050817,biological_process,coagulation,,1,0,7,10311,0.0007752689214167684,0.0011629033821251526,6.75683548531526,2,2,1,0
C,1019,CDK4,GO:0016310,biological_process,phosphorylation,,7,38,358,9916,0.0009297893877149879,0.0011744708055347215,6.746937611105091,5,8,0,0
N,4673,NAP1L1,GO:0042393,molecular_function,histone binding,,1,4,1,10313,0.0009688983079801737,0.0012111228849752173,6.716207345591342,3,5,1,1
T,7049,TGFBR3,GO:0023052,biological_process,signaling,,6,6,1132,9175,0.0009111099368029404,0.0012148132490705872,6.71316491847202,1,6,0,0
X,7514,XPO1,GO:0051168,biological_process,nuclear export,,1,1,4,10313,0.0009688983079880903,0.001238036726873671,6.694228438864396,6,4,1,0
C,1499,CTNNB1,GO:0016342,cellular_component,catenin complex,,2,142,2,10173,0.0011392373751389771,0.001239758320004181,6.692838821583727,4,1,1,4
I,55272,IMP3,GO:0040007,biological_process,growth,,7,10,1085,9217,0.001089447733623561,0.0012450831241412126,6.6885529849157574,1,10,0,0
I,3458,IFNG,GO:0046903,biological_process,secretion,,3,24,77,10215,0.0011477351370557747,0.001247538192451929,6.686583115615309,4,10,1,0
C,1555,CYP2B6,GO:0005737,cellular_component,cytoplasm,,2,1,211,10105,0.0012549935007312438,0.0012549935007312438,6.680624885112003,2,5,0,1
G,1647,GADD45A,GO:0040007,biological_process,growth,,5,4,1087,9223,0.0011500691175079147,0.0012778545750087942,6.6625727205744205,1,10,0,0
F,2319,FLOT2,GO:0031982,cellular_component,vesicle,,1,0,8,10310,0.0008721775365851794,0.0012791937203249298,6.661525305520893,4,2,0,1
F,2253,FGF8,GO:0009790,biological_process,embryo development,,1,10,0,10308,0.0010659947669378082,0.0012791937203253697,6.661525305520549,3,2,1,0
B,274,BIN1,GO:0006897,biological_process,endocytosis,,1,1,4,10313,0.0009688983079880903,0.001291864410650787,6.651668824445601,3,8,1,2
A,9474,ATG5,GO:0010506,biological_process,regulation of autophagy,,1,8,0,10310,0.0008721775365854831,0.0013082663048782246,6.639052449668486,6,7,1,0
B,655,BMP7,GO:0040007,biological_process,growth,,13,35,1079,9192,0.0010911269911516553,0.0013093523893819865,6.638222623255291,1,10,0,0
A,339,APOBEC1,GO:0005737,cellular_component,cytoplasm,,4,16,209,10090,0.0006594577628383611,0.0013189155256767221,6.630945451515678,2,5,0,1
R,6146,RPL22,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.0013380024253168866,6.61657750463433,5,3,1,0
R,6231,RPS26,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.0013380024253168866,6.61657750463433,5,3,1,0
P,54623,PAF1,GO:0006397,biological_process,mRNA processing,,1,1,6,10311,0.0013563261404808877,0.0013563261404808877,6.602975601804583,7,7,1,0
N,4741,NEFM,GO:0005883,cellular_component,neurofilament,,1,1,6,10311,0.0013563261404808877,0.0013563261404808877,6.602975601804583,7,1,1,0
P,5562,PRKAA1,GO:0097009,biological_process,energy homeostasis,,1,11,0,10307,0.0011629033821139762,0.0013567206124663056,6.602684805497613,3,1,1,1
M,4353,MPO,GO:0005764,cellular_component,lysosome,,1,2,3,10313,0.0011625652851444345,0.0013647505521260752,6.596783612740426,7,6,0,1
A,8289,ARID1A,GO:0006338,biological_process,chromatin remodeling,,2,28,14,10275,0.0009560214421007538,0.0013657449172867913,6.596055272249982,5,6,1,1
P,55193,PBRM1,GO:0000785,cellular_component,chromatin,,2,2,156,10159,0.0013698719275511506,0.0013698719275511506,6.593038027051268,2,5,1,0
R,6155,RPL27,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.001372605936316461,6.591044202629166,5,3,1,1
T,56165,TDRD1,GO:0043046,biological_process,DNA methylation involved in gamete generation,,1,11,0,10307,0.0011629033821139762,0.0013954840585367714,6.574513928530916,3,1,1,0
E,2064,ERBB2,GO:0023052,biological_process,signaling,,12,29,1126,9152,0.0011472339371598104,0.0014021748120842125,6.569730810493374,1,6,0,0
P,5788,PTPRC,GO:0050852,biological_process,T cell receptor signaling pathway,,1,13,0,10305,0.001356720612466304,0.0014183897312147725,6.55823304292678,6,1,1,1
P,5788,PTPRC,GO:0050853,biological_process,B cell receptor signaling pathway,,1,13,0,10305,0.001356720612466304,0.0014183897312147725,6.55823304292678,6,1,1,0
C,1029,CDKN2A,GO:0007049,biological_process,cell cycle,,7,35,405,9872,0.0012351236258850596,0.0014251426452519917,6.5534833683401645,2,2,1,0
C,993,CDC25A,GO:0007049,biological_process,cell cycle,,3,3,409,9904,0.0011548235615521268,0.0014435294519401585,6.5406641559241825,2,2,1,0
P,639,PRDM1,GO:0051179,biological_process,localization,,5,23,301,9990,0.0012442698529206294,0.0014516481617407343,6.535055704792769,1,10,0,0
T,7014,TERF2,GO:0070187,cellular_component,shelterin complex,,1,4,1,10313,0.0009688983079801737,0.0014533474619702607,6.533885788797387,4,1,1,1
A,518,ATP5MC3,GO:0006119,biological_process,oxidative phosphorylation,,1,1,4,10313,0.0009688983079880903,0.0014533474619821355,6.533885788789217,3,1,1,0
S,133308,SLC9B2,GO:0097722,biological_process,sperm motility,,1,0,14,10304,0.0014536292276305497,0.0014536292276305497,6.5336919340188615,2,2,1,0
A,546,ATRX,GO:0042393,molecular_function,histone binding,,1,6,1,10311,0.0013563261404856202,0.001469353318859422,6.522932894127557,3,5,1,2
M,4438,MSH4,GO:0045132,biological_process,meiotic chromosome segregation,,1,2,1,10315,0.0005813953379222478,0.0014825581117017318,6.513986229410898,3,5,1,0
J,3726,JUNB,GO:0030316,biological_process,osteoclast differentiation,,1,6,1,10311,0.0013563261404856202,0.0015070290449840226,6.497615086143267,6,1,1,0
K,7403,KDM6A,GO:0000785,cellular_component,chromatin,,3,11,155,10150,0.0011325148238047467,0.0015100197650729957,6.495632538788655,2,5,1,0
H,3082,HGF,GO:0016020,cellular_component,membrane,,10,92,307,9910,0.0011338702458405727,0.001530724831884773,6.482013909430239,2,16,0,1
P,143689,PIWIL4,GO:0003723,molecular_function,RNA binding,,2,14,29,10274,0.0010210305046601626,0.001531545756990244,6.481477754899599,4,32,1,0
Z,161882,ZFPM1,GO:0005488,molecular_function,binding,,5,6,864,9444,0.0012572807134213011,0.0015366764275149237,6.478133358699874,1,52,0,0
B,578,BAK1,GO:0023052,biological_process,signaling,,11,25,1127,9156,0.001236976471849557,0.001546220589811946,6.47194165477027,1,6,0,0
C,9350,CER1,GO:0007369,biological_process,gastrulation,,1,1,7,10310,0.0015500118802206288,0.0015500118802206288,6.469492683421885,4,2,1,1
R,6235,RPS29,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.0015502372927809443,6.469347267651646,5,3,1,0
R,6143,RPL19,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.0015502372927809443,6.469347267651646,5,3,1,0
R,6125,RPL5,GO:0005840,cellular_component,ribosome,,1,1,4,10313,0.0009688983079880903,0.0015502372927809443,6.469347267651646,5,3,1,0
T,9414,TJP2,GO:0070160,cellular_component,tight junction,,1,1,3,10314,0.0007751562151228068,0.0015503124302456135,6.469298800462666,5,3,1,0
V,7408,VASP,GO:0070160,cellular_component,tight junction,,1,1,3,10314,0.0007751562151228068,0.0015503124302456135,6.469298800462666,5,3,1,0
K,390245,KDM4E,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
S,6594,SMARCA1,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
E,2145,EZH1,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
K,5927,KDM5A,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
P,5253,PHF2,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,0
B,11177,BAZ1A,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,2
S,150572,SMYD1,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,0
K,55693,KDM4D,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
B,9031,BAZ1B,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
S,51548,SIRT6,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,0
S,10847,SRCAP,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,0
H,10014,HDAC5,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
R,10856,RUVBL2,GO:0006338,biological_process,chromatin remodeling,,1,0,15,10303,0.0015505378428309837,0.0015505378428309839,6.469153412865126,5,6,1,1
S,53340,SPA17,GO:0005488,molecular_function,binding,,5,6,864,9444,0.0012572807134213011,0.0015566332642358968,6.4652299538639655,1,52,0,0
C,8999,CDKL2,GO:0007049,biological_process,cell cycle,,2,0,410,9907,0.0015903982966810758,0.001590398296681076,6.443770793062868,2,2,1,0
D,9787,DLGAP5,GO:0005488,molecular_function,binding,,8,19,861,9431,0.001276708753634508,0.0015958859420431351,6.44032624739351,1,52,0,0
M,4085,MAD2L1,GO:0005737,cellular_component,cytoplasm,,7,72,206,10034,0.0011911839701940216,0.0016055088293919423,6.434314544984276,2,5,0,1
M,220972,MARCHF8,GO:0016049,biological_process,cell growth,,7,84,183,10045,0.00141204809000946,0.001613769245725097,6.429182689786173,2,6,0,0
D,1786,DNMT1,GO:0051179,biological_process,localization,,10,99,296,9914,0.0014463183607301157,0.0016349685816949135,6.4161316909062895,1,10,0,0
X,7514,XPO1,GO:0051169,biological_process,nuclear transport,,1,1,5,10312,0.0011626216163982538,0.00167126857357249,6.3941723160287305,4,1,1,0
M,8379,MAD1L1,GO:0005819,cellular_component,spindle,,3,22,88,10206,0.0013259327324133862,0.0016942473803059936,6.380516660175605,5,2,1,1
A,269,AMHR2,GO:1990262,biological_process,anti-Mullerian hormone signaling pathway,,1,15,0,10303,0.0015505378428186333,0.0017055916271004965,6.373843233068766,4,1,0,1
A,269,AMHR2,GO:0046661,biological_process,male sex differentiation,,1,15,0,10303,0.0015505378428186333,0.0017055916271004965,6.373843233068766,4,1,1,0
