Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
C,729230,CCR2,GO:0002369,biological_process,T cell cytokine production,,1,106,0,243829,0.00043863964315194864,0.00047976210969744384,7.64222018171198,4,1,1,0
A,10257,ABCC4,GO:0016477,biological_process,cell migration,,8,65,5988,237875,0.00043089068466522964,0.0004801353343412559,7.641442547257512,3,34,0,0
I,133396,IL31RA,GO:0008284,biological_process,positive regulation of cell population proliferation,,1,42,1,243892,0.0003525211381336325,0.0004807106429094989,7.640245042869474,5,29,1,1
I,133396,IL31RA,GO:0042127,biological_process,regulation of cell population proliferation,,1,42,1,243892,0.0003525211381336325,0.0004807106429094989,7.640245042869474,4,32,1,0
H,3226,HOXC10,GO:0023052,biological_process,signaling,,26,47,44310,199553,0.00037100825830823053,0.0004823107358006997,7.636921971546171,1,6,0,0
S,6524,SLC5A2,GO:0005886,cellular_component,plasma membrane,,3,19,1584,242330,0.00038586986543755425,0.0004823373317969428,7.636866830200549,3,3,0,1
T,7077,TIMP2,GO:0010467,biological_process,gene expression,,9,60,8018,235849,0.0004288251812739086,0.0004824283289331472,7.636678189289748,4,4,0,0
H,3312,HSPA8,GO:0006914,biological_process,autophagy,,9,81,6014,237832,0.0003960906547963106,0.00048273548553300354,7.63604170332618,3,7,0,0
L,3956,LGALS1,GO:0001525,biological_process,angiogenesis,,22,282,7713,235919,0.00039035049790824656,0.0004832910926483053,7.634891409557635,3,5,0,0
M,406992,MIR210,GO:0010467,biological_process,gene expression,,11,88,8016,235821,0.0004277678611144383,0.0004848035759296967,7.631766747143764,4,4,0,0
S,293,SLC25A6,GO:0015867,biological_process,ATP transport,,1,44,1,243890,0.0003689159578422359,0.0004854157340029419,7.630504850687549,6,2,1,0
P,5155,PDGFB,GO:0001525,biological_process,angiogenesis,,12,108,7723,236093,0.00045455739239311254,0.00048590617807539615,7.6294950019277605,3,5,0,0
S,10948,STARD3,GO:0030301,biological_process,cholesterol transport,,1,8,10,243917,0.00040577761221307284,0.0004869331346556875,7.627383744809929,7,6,0,1
C,894,CCND2,GO:0045787,biological_process,positive regulation of cell cycle,,1,109,0,243826,0.00045093795090387034,0.0004879000780271384,7.625399931218047,5,4,1,0
M,84557,MAP1LC3A,GO:0010467,biological_process,gene expression,,12,887,8015,235022,0.00033876647043223484,0.0004901302125402547,7.620839462284119,4,4,0,0
M,407029,MIR30A,GO:0006412,biological_process,translation,,5,68,1983,241880,0.00033946996971615857,0.000490345511812229,7.620400289196835,5,4,0,0
C,10404,CPQ,GO:0004180,molecular_function,carboxypeptidase activity,,1,46,1,243888,0.0003853106429708828,0.0004903953637811235,7.620298627340625,5,3,1,0
V,7415,VCP,GO:0007610,biological_process,behavior,,5,89,1590,242252,0.0004028618095632196,0.0004912948897112433,7.618466020408508,1,27,0,0
T,7020,TFAP2A,GO:0045893,biological_process,"positive regulation of transcription, DNA-templated",,1,110,0,243825,0.000455037386821178,0.0004914403777668723,7.618169932415116,7,22,0,1
P,5454,POU3F2,GO:0040008,biological_process,regulation of growth,,1,2,39,243894,0.000491853664856612,0.000491853664856612,7.617329314866017,3,9,1,0
M,219541,MED19,GO:0016592,cellular_component,mediator complex,,1,5,15,243915,0.00039348535330475926,0.0004918566916309491,7.617323161074268,3,1,1,1
A,10096,ACTR3,GO:0005200,molecular_function,structural constituent of cytoskeleton,,1,20,3,243912,0.0003443102696087846,0.0004918718137268351,7.617292416624342,2,3,1,1
N,23310,NCAPD3,GO:0030261,biological_process,chromosome condensation,,1,2,29,243904,0.00036890537204608236,0.0004918738293947765,7.617288318678993,8,3,1,0
N,64318,NOC3L,GO:0003682,molecular_function,chromatin binding,,1,2,19,243914,0.00024594699727680213,0.0004918939945536043,7.6172473229108055,2,4,1,1
A,192669,AGO3,GO:0004519,molecular_function,endonuclease activity,,1,1,29,243905,0.00024595153420622483,0.0004919030684124497,7.617228876303904,5,4,1,0
M,10514,MYBBP1A,GO:0043276,biological_process,anoikis,,3,52,626,243255,0.00040510588099319745,0.0004919142840631684,7.61720607603373,5,1,1,0
M,117153,MIA2,GO:0046903,biological_process,secretion,,4,13,5198,238721,0.00039356490850407227,0.0004919561356300904,7.617121000669923,4,10,1,0
H,3091,HIF1A,GO:0043696,biological_process,dedifferentiation,,9,2352,217,241358,0.00040730199857741097,0.0004920426828451945,7.616945091484459,2,1,0,0
B,10331,B3GNT3,GO:0016477,biological_process,cell migration,,5,21,5991,237919,0.00038271816598169496,0.0004920662134050364,7.6168972704355165,3,34,0,0
C,54205,CYCS,GO:0016310,biological_process,phosphorylation,,17,502,17065,226352,0.00037981028503890243,0.0004921485383602679,7.616729979800468,5,8,0,0
M,4217,MAP3K5,GO:0006979,biological_process,response to oxidative stress,,2,142,44,243748,0.00035211037408508505,0.000492954523719119,7.6150936321537674,3,6,1,0
T,7042,TGFB2,GO:0031012,cellular_component,extracellular matrix,,7,200,1574,242155,0.00045022704203892284,0.0004931058079473917,7.614786786366342,3,8,1,0
B,10018,BCL2L11,GO:0005634,cellular_component,nucleus,,12,241,3572,240111,0.0004269349989435503,0.00049364359252848,7.61369677377738,5,11,0,0
S,8467,SMARCA5,GO:0016589,cellular_component,NURF complex,,1,28,2,243905,0.00035660998814419795,0.0004937676758919664,7.613445443114853,5,1,1,1
A,207,AKT1,GO:0006412,biological_process,translation,,58,10911,1930,231037,0.00039726893847943933,0.000493771514628291,7.613437668767543,5,4,0,0
T,7040,TGFB1,GO:0001894,biological_process,tissue homeostasis,,9,6890,70,236967,0.00039794529731029544,0.0004938139371168666,7.613351757237504,5,10,0,0
C,6348,CCL3,GO:0006935,biological_process,chemotaxis,,2,23,303,243608,0.00045864722425186243,0.0004939277799635442,7.613121245869577,3,9,0,1
S,6469,SHH,GO:0022612,biological_process,gland morphogenesis,,2,1525,3,242406,0.00038672735663796104,0.000495199663987633,7.610549515132823,4,8,1,0
K,3783,KCNN4,GO:0005515,molecular_function,protein binding,,2,61,112,243761,0.00041498637360587,0.0004953063168844254,7.610334164798219,2,110,0,6
M,378938,MALAT1,GO:0007049,biological_process,cell cycle,,21,230,8744,234941,0.00043661826526013206,0.0004956207335385283,7.6096995738573,2,2,0,0
M,407051,MIR9-3,GO:0016477,biological_process,cell migration,,7,48,5989,237892,0.00039009470519429576,0.0004964841702472855,7.607958957671529,3,34,0,0
T,7113,TMPRSS2,GO:0044409,biological_process,entry into host,,1,50,1,243884,0.0004180996096046154,0.0004964932864054808,7.6079405964124,5,4,1,0
P,55193,PBRM1,GO:0005694,cellular_component,chromosome,,5,50,2662,241219,0.0003439307630992549,0.0004967888800322571,7.607345410783401,5,6,0,0
A,84335,AKT1S1,GO:0031931,cellular_component,TORC1 complex,,1,51,1,243883,0.00042629676754652514,0.0004973462288042793,7.60622413697371,4,1,1,0
E,30008,EFEMP2,GO:0071953,cellular_component,elastic fiber,,1,16,4,243915,0.0003484063451391975,0.0004977233501988536,7.605466156988013,5,1,0,1
D,1643,DDB2,GO:0006325,biological_process,chromatin organization,,1,5,18,243912,0.000467249490685309,0.0004983994567309963,7.604108680517716,4,12,1,0
S,6711,SPTBN1,GO:0005737,cellular_component,cytoplasm,,3,7,3272,240654,0.00027034558685216887,0.0004984496757586864,7.6040079249949475,2,5,0,1
A,382,ARF6,GO:0009986,cellular_component,cell surface,,7,107,2870,240952,0.0004328948988189182,0.0004984850350036027,7.603936989065946,2,1,0,0
K,10112,KIF20A,GO:0048870,biological_process,cell motility,,5,91,1558,242282,0.00040496786318978934,0.0004994603646007402,7.601982313172724,2,12,0,0
S,462,SERPINC1,GO:0072376,biological_process,protein activation cascade,,1,41,1,243893,0.00034432367811857887,0.0004998246940430983,7.601253132934613,2,5,1,0
L,3897,L1CAM,GO:0040007,biological_process,growth,,50,116,46082,197688,0.00047487329667219387,0.0004998666280759935,7.601169238972563,1,10,1,0
C,81037,CLPTM1L,GO:0005783,cellular_component,endoplasmic reticulum,,5,171,834,242926,0.0003893330427617307,0.0005005710549793681,7.5997610012947545,5,5,0,0
C,834,CASP1,GO:0043085,biological_process,positive regulation of catalytic activity,,1,49,1,243885,0.00040990241864143545,0.0005009918450061989,7.598920734444625,4,10,1,0
F,2358,FPR2,GO:0006914,biological_process,autophagy,,5,22,6018,237891,0.0004697090364117289,0.0005010229721725108,7.598858605290867,3,7,0,0
P,5371,PML,GO:0030099,biological_process,myeloid cell differentiation,,1,25,3,243907,0.0004262757984286838,0.0005015009393278632,7.597905077527422,4,5,1,0
C,1029,CDKN2A,GO:0006396,biological_process,RNA processing,,5,1707,82,242142,0.00038849225291806214,0.0005021079117903255,7.596695497648188,6,11,0,0
K,3872,KRT17,GO:0008544,biological_process,epidermis development,,1,48,1,243886,0.0004017051934999814,0.0005021314918749768,7.596648536565861,4,1,1,0
P,79728,PALB2,GO:0016310,biological_process,phosphorylation,,13,427,17069,226427,0.00034152493868769437,0.0005022425568936682,7.596427373903842,5,8,0,0
P,5111,PCNA,GO:0006281,biological_process,DNA repair,,13,552,1832,241539,0.00046470520592566155,0.0005034306397528,7.594064611495907,5,15,1,0
C,811,CALR,GO:0005737,cellular_component,cytoplasm,,11,227,3264,240434,0.0004323338569196151,0.0005043894997395509,7.592161771418602,2,5,0,1
C,55743,CHFR,GO:0007049,biological_process,cell cycle,,4,7,8761,235164,0.0004485782187038562,0.0005046504960418382,7.591644455337576,2,2,1,0
D,9249,DHRS3,GO:0005811,cellular_component,lipid droplet,,1,3,26,243906,0.0004426682997459198,0.0005059066282810512,7.5891584347932275,5,2,1,1
S,6662,SOX9,GO:0006260,biological_process,DNA replication,,5,253,574,243104,0.00041429427763781313,0.0005063596726684383,7.588263325636257,5,2,0,0
H,3146,HMGB1,GO:0007165,biological_process,signal transduction,,9,379,1379,242169,0.0004495919209753725,0.0005068127109176926,7.587369029094449,2,41,0,0
A,31,ACACA,GO:0003989,molecular_function,acetyl-CoA carboxylase activity,,1,98,0,243837,0.0004058441558134853,0.0005073051947668566,7.586397773414773,5,1,0,1
H,3315,HSPB1,GO:0097190,biological_process,apoptotic signaling pathway,,2,299,23,243612,0.00044678865711057466,0.0005084146787809987,7.584213146561846,3,4,1,0
K,22914,KLRK1,GO:0046903,biological_process,secretion,,10,117,5192,238617,0.00042000494741759715,0.0005084270416107755,7.584188830427822,4,10,0,0
C,1356,CP,GO:0050801,biological_process,ion homeostasis,,1,35,2,243898,0.0004426755573627231,0.0005090768909671316,7.582911490018793,5,6,1,0
H,3188,HNRNPH2,GO:0016310,biological_process,phosphorylation,,6,10,17076,226844,0.0005101723916076827,0.0005101723916076827,7.580761866602563,5,8,0,0
M,9112,MTA1,GO:0048870,biological_process,cell motility,,5,93,1558,242280,0.0004452243965192606,0.0005106985724779754,7.579731019540791,2,12,0,0
R,6093,ROCK1,GO:0016477,biological_process,cell migration,,9,82,5987,237858,0.0004163523380189085,0.0005109778693868423,7.579184277139029,3,34,0,0
V,340547,VSIG1,GO:0016020,cellular_component,membrane,,5,20,6659,237252,0.0005110122183757507,0.0005110122183757507,7.579117057330672,2,16,0,0
H,10855,HPSE,GO:0001171,biological_process,reverse transcription,,5,155,952,242824,0.0004570416866681701,0.0005118866890683505,7.577407267830908,7,1,0,0
R,6204,RPS10,GO:1990904,cellular_component,ribonucleoprotein complex,,1,9,9,243917,0.00040987553556673227,0.0005123444194584153,7.5765134648274115,2,22,1,0
I,3710,ITPR3,GO:0005509,molecular_function,calcium ion binding,,1,19,4,243912,0.0004098797358203718,0.0005123496697754647,7.5765032172479545,5,2,1,1
H,8350,H3C1,GO:0045296,molecular_function,cadherin binding,,1,4,14,243917,0.00030742240421547333,0.0005123706736924555,7.57646222281054,4,1,1,1
T,7027,TFDP1,GO:0007049,biological_process,cell cycle,,5,14,8760,235157,0.000455794771503424,0.000512769117941352,7.575684876594517,2,2,1,0
N,4684,NCAM1,GO:0016020,cellular_component,membrane,,15,184,6649,237088,0.0004224654991938553,0.0005129938204496814,7.575246758773111,2,16,0,1
C,1278,COL1A2,GO:0007179,biological_process,transforming growth factor beta receptor signaling pathway,,1,31,2,243902,0.0003934958370881809,0.0005139537464008893,7.573377284105139,6,7,1,1
C,1050,CEBPA,GO:0002520,biological_process,immune system development,,1,111,0,243824,0.0004591368227384842,0.0005142332414671023,7.572833618261484,2,1,1,0
S,6273,S100A2,GO:0042802,molecular_function,identical protein binding,,1,50,1,243884,0.0004180996096046154,0.0005145841348979882,7.572151488560815,3,1,1,4
C,842,CASP9,GO:0005737,cellular_component,cytoplasm,,17,471,3258,240190,0.0004144879646189703,0.0005159952212603507,7.5694130536489475,2,5,0,1
R,23011,RAB21,GO:0017157,biological_process,regulation of exocytosis,,1,12,7,243916,0.0004262679360802672,0.0005160085542024287,7.56938721470844,5,6,1,1
I,3439,IFNA1,GO:0006897,biological_process,endocytosis,,6,373,615,242942,0.0004721163518388452,0.0005163772598237369,7.568672935934023,3,8,0,0
R,729857,RGPD2,GO:0005643,cellular_component,nuclear pore,,1,2,41,243892,0.0005164421131378687,0.0005164421131378687,7.56854735092678,3,1,1,1
G,2549,GAB1,GO:0008286,biological_process,insulin receptor signaling pathway,,1,27,2,243906,0.00034431450370881736,0.000516471755563226,7.568489955191736,6,3,1,1
G,2549,GAB1,GO:0007169,biological_process,transmembrane receptor protein tyrosine kinase signaling pathway,,1,27,2,243906,0.00034431450370881736,0.000516471755563226,7.568489955191736,5,18,1,0
P,59335,PRDM12,GO:0016571,biological_process,histone methylation,,1,0,125,243810,0.0005165289257499947,0.0005165289257499947,7.5683792675845325,5,3,1,0
P,11108,PRDM4,GO:0016571,biological_process,histone methylation,,1,0,125,243810,0.0005165289257499947,0.0005165289257499947,7.5683792675845325,5,3,1,0
P,11105,PRDM7,GO:0016571,biological_process,histone methylation,,1,0,125,243810,0.0005165289257499947,0.0005165289257499947,7.5683792675845325,5,3,1,0
P,56981,PRDM11,GO:0016571,biological_process,histone methylation,,1,0,125,243810,0.0005165289257499947,0.0005165289257499947,7.5683792675845325,5,3,1,0
M,1432,MAPK14,GO:0060290,biological_process,transdifferentiation,,5,847,174,242910,0.0004507443565653661,0.0005167069453310294,7.568034681052495,4,1,0,0
C,1236,CCR7,GO:0040007,biological_process,growth,,5,85,46127,197719,0.00040267298489105404,0.0005177224091456408,7.566071349025215,1,10,0,0
L,3945,LDHB,GO:0005737,cellular_component,cytoplasm,,3,9,3272,240652,0.00048576174240361013,0.0005181458585638508,7.565253775101972,2,5,0,1
C,867,CBL,GO:0005488,molecular_function,binding,,20,83,20498,223335,0.000456824725533163,0.0005191190062876852,7.563377401877871,1,52,0,0
D,1856,DVL2,GO:0051179,biological_process,localization,,6,43,4931,238956,0.00045464922058155465,0.0005195991092360625,7.5624529874955835,1,10,0,0
E,112399,EGLN3,GO:0023052,biological_process,signaling,,6,98,44330,199502,0.00048384652123603205,0.000519687004290553,7.562283842438114,1,6,0,0
N,4893,NRAS,GO:0016049,biological_process,cell growth,,13,132,7304,236487,0.0004586719956485625,0.0005198282617350376,7.562012066832751,2,6,0,0
R,6240,RRM1,GO:0023052,biological_process,signaling,,6,96,44330,199504,0.0004630741066264627,0.0005209583699547706,7.559840423520934,1,6,0,0
R,8737,RIPK1,GO:0031264,cellular_component,death-inducing signaling complex,,2,173,41,243720,0.0004532248228867163,0.0005212085463197237,7.559360315457913,4,2,0,1
M,5604,MAP2K1,GO:0007049,biological_process,cell cycle,,3,403,8762,234768,0.0004415622870588673,0.0005218463392513887,7.558137382666981,2,2,1,0
D,1829,DSG2,GO:0016020,cellular_component,membrane,,6,30,6658,237242,0.00039925137303569065,0.0005220979493543647,7.5576553452429645,2,16,0,0
M,4286,MITF,GO:0010467,biological_process,gene expression,,13,120,8014,235789,0.00047481037633295855,0.0005222914139662544,7.55728486155001,4,4,0,0
H,3265,HRAS,GO:0003924,molecular_function,GTPase activity,,3,237,148,243548,0.00047508460960574405,0.0005225930705663184,7.556707464501992,7,2,1,1
N,4830,NME1,GO:0005488,molecular_function,binding,,9,20,20509,223398,0.00044279836696841274,0.0005233071609626696,7.555341960439974,1,52,0,0
R,6224,RPS20,GO:0044391,cellular_component,ribosomal subunit,,1,7,11,243917,0.0003934837403232129,0.0005246449870976172,7.552788739161329,3,2,1,0
S,5269,SERPINB6,GO:0030141,cellular_component,secretory granule,,1,2,31,243902,0.0003934958370620992,0.0005246611160827989,7.552757996968685,8,16,1,0
G,10912,GADD45G,GO:0006915,biological_process,apoptotic process,,1,1,47,243887,0.0003935079349221868,0.0005246772465629157,7.552727252871849,4,18,1,0
S,9154,SLC28A1,GO:0008219,biological_process,cell death,,12,150,5620,238154,0.0004198579354077879,0.0005248224192597349,7.552450601620833,2,4,0,0
C,4267,CD99,GO:0051179,biological_process,localization,,5,27,4932,238972,0.00043264789994453505,0.000525358164218364,7.551430310418475,1,10,0,0
U,8408,ULK1,GO:0023052,biological_process,signaling,,31,264,44305,199336,0.00036270711479495206,0.0005259253164526805,7.550351339237502,1,6,0,0
S,6508,SLC4A3,GO:0005737,cellular_component,cytoplasm,,5,43,3270,240618,0.0004609103455364801,0.0005267546806131202,7.5487756194853395,2,5,0,0
M,406962,MIR186,GO:0016049,biological_process,cell growth,,6,28,7311,236591,0.00047441209158749736,0.0005271245462083304,7.548073706778489,2,6,0,0
A,302,ANXA2,GO:0005604,cellular_component,basement membrane,,5,503,286,243142,0.00039581063574454443,0.0005277475143260592,7.546892581192821,5,1,1,0
I,3630,INS,GO:0038127,biological_process,ERBB signaling pathway,,5,5600,23,238308,0.0004040903899839656,0.0005285570501899972,7.545359811100511,6,4,0,0
R,338382,RAB7B,GO:0051179,biological_process,localization,,7,59,4930,238940,0.00037996108422292893,0.000528641508484075,7.545200033557182,1,10,0,0
H,9734,HDAC9,GO:0030154,biological_process,cell differentiation,,7,496,638,242795,0.0004394913459923511,0.0005286635031502195,7.545158428408421,3,81,0,0
I,3586,IL10,GO:0031012,cellular_component,extracellular matrix,,10,402,1571,241953,0.0004276078021800633,0.0005286787372408056,7.545129612590788,3,8,0,0
T,7040,TGFB1,GO:0030509,biological_process,BMP signaling pathway,,3,6896,3,237034,0.0004241274965118233,0.0005287068792133688,7.545076383244499,6,15,0,1
T,10460,TACC3,GO:0005813,cellular_component,centrosome,,2,29,215,243690,0.00036009834257206365,0.0005295563861353877,7.543470909196018,3,1,1,0
C,1385,CREB1,GO:0040007,biological_process,growth,,38,289,46094,197515,0.0005064938520976851,0.0005297809257573487,7.54304698449743,1,10,1,0
S,6855,SYP,GO:0006887,biological_process,exocytosis,,3,141,231,243561,0.00038432748055178435,0.0005301068697265991,7.542431930751336,3,4,1,0
M,4105,MAGEA6,GO:0005515,molecular_function,protein binding,,2,61,112,243761,0.00041498637360587,0.0005302603662741672,7.542142414924312,2,110,0,8
L,389421,LIN28B,GO:0005488,molecular_function,binding,,14,48,20504,223370,0.0005307469731020222,0.0005307469731020222,7.541225160455066,1,52,0,0
M,4318,MMP9,GO:0015629,cellular_component,actin cytoskeleton,,9,1428,365,242134,0.00044240221385816067,0.0005308826566297927,7.540969546774533,6,2,0,0
N,8650,NUMB,GO:0023052,biological_process,signaling,,22,36,44314,199564,0.0004388344686957606,0.0005312206726317102,7.5403330437074265,1,6,0,0
P,5300,PIN1,GO:0016246,biological_process,RNA interference,,5,166,885,242880,0.0004457948311217658,0.00053152460633749,7.539761065228518,5,1,0,0
C,8812,CCNK,GO:0019900,molecular_function,kinase binding,,1,9,12,243914,0.0005328087093972878,0.0005328087093972878,7.537348092405316,4,2,1,0
C,1186,CLCN7,GO:0005765,cellular_component,lysosomal membrane,,1,1,64,243870,0.0005328567585783194,0.0005328567585783194,7.537257915548679,7,5,0,1
S,950,SCARB2,GO:0005765,cellular_component,lysosomal membrane,,1,1,64,243870,0.0005328567585783194,0.0005328567585783194,7.537257915548679,7,5,0,2
S,6647,SOD1,GO:0005615,cellular_component,extracellular space,,2,75,94,243765,0.000439905415887793,0.0005332186859245976,7.53657892540394,2,1,0,1
P,5734,PTGER4,GO:0001775,biological_process,cell activation,,3,98,351,243484,0.0004544668117710764,0.0005335045181660463,7.536043018343526,2,14,1,0
C,101805492,CASC9,GO:0005634,cellular_component,nucleus,,5,37,3579,240315,0.00036951718054485644,0.0005337470385647926,7.535588541793192,5,11,0,0
C,901,CCNG2,GO:0005634,cellular_component,nucleus,,3,8,3581,240344,0.0004786708996536579,0.000533902157306003,7.535297961810738,5,11,0,1
C,23552,CDK20,GO:0016310,biological_process,phosphorylation,,9,26,17073,226828,0.0005341068328705813,0.0005341068328705813,7.534914677458327,5,8,0,0
S,163786,SASS6,GO:0051298,biological_process,centrosome duplication,,1,2,28,243905,0.00035660998823254465,0.0005349149823488169,7.533402735193576,3,1,1,1
R,51715,RAB23,GO:0005737,cellular_component,cytoplasm,,2,1,3273,240660,0.0005357460240935716,0.0005357460240935716,7.531850344835378,2,5,0,1
K,3815,KIT,GO:0006306,biological_process,DNA methylation,,9,383,1382,242162,0.0004912569354479845,0.0005359166568523467,7.531531899930557,4,4,0,0
E,56648,EIF5A2,GO:0005634,cellular_component,nucleus,,7,84,3577,240268,0.0004059111958939961,0.0005363826517170662,7.530662749143401,5,11,0,0
M,2660,MSTN,GO:0023052,biological_process,signaling,,15,19,44321,199581,0.0004293538511447484,0.0005366923139309356,7.530085599862358,1,6,0,0
T,8742,TNFSF12,GO:0001525,biological_process,angiogenesis,,6,27,7729,236174,0.0005374802537766436,0.0005374802537766436,7.5286185357970155,3,5,0,0
C,961,CD47,GO:0050765,biological_process,negative regulation of phagocytosis,,1,103,0,243832,0.0004263413354000253,0.0005385364236631899,7.526655424540694,5,3,1,0
I,3569,IL6,GO:0050673,biological_process,epithelial cell proliferation,,4,2304,34,241594,0.0004565193642590412,0.0005392443497288003,7.525341750767891,3,17,1,0
H,3190,HNRNPK,GO:0008380,biological_process,RNA splicing,,2,106,68,243760,0.0004598621096716126,0.0005398381287449365,7.524241224926889,7,3,1,0
L,4067,LYN,GO:0007169,biological_process,transmembrane receptor protein tyrosine kinase signaling pathway,,1,30,2,243903,0.0003812006550898746,0.0005400342613773223,7.5238779734235885,5,18,1,1
W,89780,WNT3A,GO:0048863,biological_process,stem cell differentiation,,2,166,44,243724,0.00047836003864898917,0.0005400839146036975,7.523786033064627,4,9,1,0
T,8797,TNFRSF10A,GO:0046960,biological_process,sensitization,,5,214,668,243049,0.00038853735039919696,0.0005405737049032305,7.522879565883478,5,1,0,0
N,4862,NPAS2,GO:0003677,molecular_function,DNA binding,,2,7,851,243076,0.0004325820960598066,0.0005407276200747582,7.522594880811867,4,15,0,1
R,11069,RAPGEF4,GO:0002790,biological_process,peptide secretion,,1,5,21,243909,0.0005410090920442654,0.0005410090920442654,7.522074473262218,5,5,1,0
E,2145,EZH1,GO:0042393,molecular_function,histone binding,,1,9,10,243916,0.00045085477234607717,0.0005410257268152926,7.5220437260612245,3,5,1,0
G,26585,GREM1,GO:0005102,molecular_function,signaling receptor binding,,1,55,1,243879,0.0004590850621014919,0.0005410645374767583,7.521971993299619,3,56,1,0
F,10979,FERMT2,GO:0030335,biological_process,positive regulation of cell migration,,1,17,3,243915,0.0002951285326774581,0.0005410689765753398,7.521963788954177,6,22,0,1
C,1111,CHEK1,GO:0006508,biological_process,proteolysis,,7,783,399,242747,0.0004097243436252428,0.0005414214540762137,7.521312554535192,4,6,0,0
F,100302692,FTX,GO:0007049,biological_process,cell cycle,,6,23,8759,235148,0.000500008869208814,0.0005416762749762151,7.520842013608242,2,2,0,0
C,1364,CLDN4,GO:0005488,molecular_function,binding,,16,60,20502,223358,0.0005079284096837002,0.0005417903036626135,7.520631524998685,1,52,0,0
I,3570,IL6R,GO:0002690,biological_process,positive regulation of leukocyte chemotaxis,,1,126,0,243809,0.0005206283614981042,0.0005423212098938586,7.519652093884732,6,6,1,1
P,5585,PKN1,GO:0016310,biological_process,phosphorylation,,5,6,17077,226848,0.0005430127809639778,0.0005430127809639778,7.518377700620462,5,8,0,0
G,151306,GPBAR1,GO:0016020,cellular_component,membrane,,6,31,6658,237241,0.0004655541712121776,0.0005431465330808738,7.518131416091402,2,16,0,0
R,8766,RAB11A,GO:0022406,biological_process,membrane docking,,1,105,0,243830,0.0004345402072346377,0.000543175259043297,7.518078529437303,2,3,1,0
L,3918,LAMC2,GO:0031581,biological_process,hemidesmosome assembly,,1,57,1,243877,0.00047547900753660085,0.0005434045800418295,7.517656432516877,7,1,1,0
G,27232,GNMT,GO:0032259,biological_process,methylation,,4,11,5476,238445,0.0002847389976606184,0.0005435926318975441,7.5173104300515075,2,1,1,0
S,6781,STC1,GO:0040007,biological_process,growth,,13,14,46119,197790,0.0005437880509926251,0.0005437880509926251,7.516950999172773,1,10,1,0
S,5054,SERPINE1,GO:0007155,biological_process,cell adhesion,,8,187,2219,241522,0.0004752672452861205,0.0005441465561971525,7.516291942617104,2,7,0,0
P,8842,PROM1,GO:0016049,biological_process,cell growth,,8,772,7309,235847,0.0004496097680530758,0.0005442644560642497,7.516075296761393,2,6,0,0
G,2932,GSK3B,GO:0016049,biological_process,cell growth,,12,956,7305,235663,0.00044811004750413587,0.000544626057735796,7.515411131392596,2,6,1,0
I,3553,IL1B,GO:0001816,biological_process,cytokine production,,5,566,264,243101,0.00047011096673533467,0.00054505619331633,7.514621661613751,2,54,1,0
E,1994,ELAVL1,GO:0000785,cellular_component,chromatin,,15,621,2019,241281,0.00037808351566190947,0.0005451436737450787,7.514461176492482,2,5,0,0
L,3929,LBP,GO:0070062,cellular_component,extracellular exosome,,1,6,4,243925,0.00014347319900809874,0.0005451981562307753,7.514361239969377,6,1,0,2
M,5594,MAPK1,GO:0005783,cellular_component,endoplasmic reticulum,,10,7629,829,235468,0.00045434847851618515,0.0005452181742194222,7.514324523738906,5,5,0,0
B,57673,BEND3,GO:0000792,cellular_component,heterochromatin,,1,0,132,243803,0.0005452249767817609,0.0005452249767817609,7.514312047045678,3,9,1,1
A,6790,AURKA,GO:0010467,biological_process,gene expression,,5,560,8022,235349,0.00033756946943170317,0.000546541045746567,7.511901146586946,4,4,0,0
S,6285,S100B,GO:0042803,molecular_function,protein homodimerization activity,,1,50,1,243884,0.0004180996096046154,0.0005467456433291124,7.511526866744379,4,1,1,1
R,11035,RIPK3,GO:0005886,cellular_component,plasma membrane,,5,93,1582,242256,0.0004769037289053691,0.000547556133187646,7.510045575158958,3,3,0,0
D,10059,DNM1L,GO:0005741,cellular_component,mitochondrial outer membrane,,2,171,39,243724,0.0004026515017952157,0.0005476060424414934,7.509954430203456,5,1,0,3
K,3857,KRT9,GO:0030216,biological_process,keratinocyte differentiation,,1,5,16,243914,0.00041807390294374937,0.0005487219976136711,7.507918624282548,6,2,1,0
S,6599,SMARCC1,GO:0005488,molecular_function,binding,,10,24,20508,223394,0.00035001435319060865,0.0005500225550138136,7.505551271462584,1,52,0,0
S,6692,SPINT1,GO:0006508,biological_process,proteolysis,,3,79,403,243451,0.00036759756629095754,0.0005513963494364363,7.503056679932517,4,6,1,0
G,2805,GOT1,GO:0016049,biological_process,cell growth,,11,99,7306,236520,0.0004901361828523454,0.0005514032057088886,7.503044245628531,2,6,0,0
T,7046,TGFBR1,GO:0016049,biological_process,cell growth,,2,416,7315,236203,0.0004863127204978347,0.0005515497927597394,7.5027784372905195,2,6,1,0
X,331,XIAP,GO:0016310,biological_process,phosphorylation,,43,310,17039,226544,0.0004956564090456734,0.0005519810009826818,7.501996930789144,5,8,0,0
A,2,A2M,GO:0005488,molecular_function,binding,,11,30,20507,223388,0.00043380009426247437,0.0005521092108795128,7.501764685459858,1,52,0,0
